isbn,title,authors,publisher,language,genres
9780451461032,Proven Guilty ,Jim Butcher,Ace,English,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Mystery', 'Paranormal', 'Magic', 'Audiobook']"
9780553589474,Public Secrets,Nora Roberts,Bantam Books,English,"['Romance', 'Romantic Suspense', 'Fiction', 'Mystery', 'Contemporary', 'Contemporary Romance', 'Suspense']"
9780993800139,Pucked ,Helena Hunting,Helena Hunting,English,"['Romance', 'Sports', 'Sports Romance', 'Contemporary', 'Hockey', 'Contemporary Romance', 'New Adult']"
9780374460310,Pumpkin Soup,Helen  Cooper,Square Fish,English,"['Picture Books', 'Childrens', 'Animals', 'Halloween', 'Food', 'Fiction', 'Cats']"
9781250312853,Pumpkinheads,Rainbow Rowell,First Second,English,"['Graphic Novels', 'Young Adult', 'Romance', 'Contemporary', 'Comics', 'LGBT', 'Fiction']"
9780983157229,Pure ,Jennifer L. Armentrout,Spencer Hill Press,English,"['Fantasy', 'Young Adult', 'Paranormal', 'Romance', 'Mythology', 'Paranormal Romance', 'Urban Fantasy']"
9781455503063,Pure ,Julianna Baggott,Grand Central Publishing,English,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Fantasy', 'Post Apocalyptic', 'Romance']"
9781616202415,Purple Hibiscus,Chimamanda Ngozi Adichie,Algonquin Books,English,"['Fiction', 'Africa', 'Historical Fiction', 'Nigeria', 'Contemporary', 'Literary Fiction', 'African Literature']"
9780373210497,Pushing the Limits ,Katie McGarry,Harlequin Teen,English,"['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Contemporary Romance', 'High School', 'Realistic Fiction']"
9780061020650,Pyramids ,Terry Pratchett,Harper,English,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Magic']"
9780312199517,Quarantine,Jim Crace,Picador,English,"['Fiction', 'Historical Fiction', 'Religion', 'Literary Fiction', 'Literature', 'Novels', 'British Literature']"
9781619636040,Queen of Shadows ,Sarah J. Maas,Bloomsbury Publishing,English,"['Fantasy', 'Young Adult', 'Romance', 'Fae', 'Magic', 'Fiction', 'Young Adult Fantasy']"
9780345335654,Queen of Sorcery ,David Eddings,Del Rey,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Young Adult', 'Science Fiction Fantasy', 'Adventure']"
9780609810200,Queen of This Realm ,Jean Plaidy,Crown,English,"['Historical Fiction', 'Fiction', 'Historical', 'Tudor Period', 'British Literature', '16th Century', 'Romance']"
9780752849522,Quentins,Maeve Binchy,Orion,English,"['Fiction', 'Chick Lit', 'Romance', 'Ireland', 'Irish Literature', 'Contemporary', 'Adult Fiction']"
9780345379047,Quest for Lost Heroes ,David Gemmell,Del Rey,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Heroic Fantasy', 'High Fantasy', 'Adventure', 'Science Fiction Fantasy']"
9780439321617,Quidditch Through the Ages,J.K. Rowling,Scholastic,English,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Magic', 'Middle Grade', 'Audiobook']"
9780307352149,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Crown Publishing Group/Random House, Inc.",English,"['Nonfiction', 'Psychology', 'Self Help', 'Science', 'Business', 'Audiobook', 'Personal Development']"
9780449911945,Rabbit at Rest ,John Updike,Random House Trade Paperbacks,English,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Literary Fiction', 'Animals']"
9780449911945,Rabbit at Rest ,John Updike,Random House Trade Paperbacks,English,"['Fiction', 'Classics', 'Novels', 'Literature', 'American', 'Literary Fiction', 'Animals']"
9780140249439,Rabbit Is Rich ,John Updike,Penguin Books Ltd.,English,"['Fiction', 'Classics', 'American', 'Novels', 'Literature', 'Literary Fiction', '20th Century']"
9780061659225,Radiant Shadows ,Melissa Marr,Harper,English,"['Fantasy', 'Young Adult', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fairies', 'Fae']"
9781301513468,Raid ,Kristen Ashley,Kristen Ashley,English,"['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Military Fiction', 'BDSM', 'Adult']"
9780582417854,Rain Man,Leonore Fleischer,Addison Wesley Publishing Company,English,"['Fiction', 'Media Tie In', 'Novels', 'Contemporary', 'American', 'Classics', 'Mental Illness']"
9781616958558,Rainbirds,Clarissa Goenawan,Soho Press,English,"['Fiction', 'Mystery', 'Japan', 'Contemporary', 'Mystery Thriller', 'Literary Fiction', 'Thriller']"
9780425170342,Rainbow Six ,Tom Clancy,Berkley Books,English,"['Fiction', 'Thriller', 'Military Fiction', 'Action', 'Espionage', 'Adventure', 'Suspense']"
9782290032046,Rama II ,Arthur C. Clarke,J'ai lu,French,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Space', 'Aliens', 'Novels', 'Fantasy']"
9780743254434,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",Adrian Nicole LeBlanc,Scribner,English,"['Nonfiction', 'Sociology', 'Memoir', 'Biography', 'New York', 'Journalism', 'Poverty']"
9780743474184,Ransom ,Julie Garwood,Pocket Books,English,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Medieval', 'Fiction', 'Scotland']"
9780525456070,Rapunzel,Paul O. Zelinsky,Dutton Children's Books,English,"['Picture Books', 'Childrens', 'Fairy Tales', 'Fantasy', 'Fiction', 'Classics', 'Folklore']"
9781942095231,Rare and Precious Things ,Raine Miller,Raine Miller Romance,English,"['Romance', 'Erotica', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'BDSM', 'Adult']"
9780141001760,Ravelstein,Saul Bellow,Penguin Books,English,"['Fiction', 'Novels', 'Literature', 'American', 'Literary Fiction', 'Classics', 'Jewish']"
9780441011872,Raven's Shadow ,Patricia Briggs,Ace,English,"['Fantasy', 'Magic', 'Fiction', 'Paranormal', 'High Fantasy', 'Romance', 'Adult']"
9780553588699,Ravished,Amanda Quick,Bantam,English,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Regency', 'Fiction', 'Beauty and The Beast']"
9780812971064,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,Random House Trade Paperbacks,English,"['Nonfiction', 'Memoir', 'Biography', 'Iran', 'Books About Books', 'Feminism', 'History']"
9780307887436,Ready Player One ,Ernest Cline,Crown Publishers,English,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Dystopia', 'Audiobook', 'Adventure']"
9780307887436,Ready Player One ,Ernest Cline,Crown Publishers,English,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Dystopia', 'Audiobook', 'Adventure']"
9781301347940,Real ,Katy Evans,Smashwords,English,"['Romance', 'New Adult', 'Sports', 'Contemporary', 'Contemporary Romance', 'Sports Romance', 'Fighters']"
9780802757692,Real Murders ,Charlaine Harris,Walker & Company,English,"['Mystery', 'Fiction', 'Cozy Mystery', 'Crime', 'Mystery Thriller', 'Audiobook', 'Adult']"
9780552152952,Reaper Man ,Terry Pratchett,Corgi,English,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Death']"
9780385733410,Rebel Angels ,Libba Bray,Ember,English,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Historical', 'Fiction', 'Romance', 'Paranormal']"
9780698410428,Rebel of the Sands ,Alwyn Hamilton,Viking Books for Young Readers,English,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'Fiction', 'Young Adult Fantasy', 'Adventure']"
9780553293159,Reckless,Amanda Quick,Bantam Books,English,"['Romance', 'Historical Romance', 'Historical', 'Historical Fiction', 'Regency', 'Fiction', 'Mystery']"
9781250274250,Reckless Girls,Rachel Hawkins,St. Martin's Press,English,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adult']"
9781595143952,Reckoning ,Lili St. Crow,Razorbill,English,"['Young Adult', 'Vampires', 'Paranormal', 'Fantasy', 'Urban Fantasy', 'Werewolves', 'Romance']"
9781524759780,Recursion,Blake Crouch,Ballantine Books,English,"['Science Fiction', 'Fiction', 'Thriller', 'Time Travel', 'Audiobook', 'Mystery', 'Mystery Thriller']"
9780879977900,"Red as Blood, or Tales from the Sisters Grimmer",Tanith Lee,DAW,English,"['Fantasy', 'Short Stories', 'Fairy Tales', 'Fiction', 'Horror', 'Retellings', 'Anthologies']"
9781400096985,Red Azalea: A Memoir,Anchee Min,Anchor,English,"['China', 'Memoir', 'Nonfiction', 'Asia', 'Biography', 'History', 'Biography Memoir']"
9780804105910,Red Branch,Morgan Llywelyn,Ivy Books,English,"['Fantasy', 'Historical Fiction', 'Fiction', 'Ireland', 'Historical', 'Mythology', 'Irish Literature']"
9781442403390,Red Glove ,Holly Black,Margaret K. McElderry Books,English,"['Young Adult', 'Fantasy', 'Urban Fantasy', 'Paranormal', 'Magic', 'Mystery', 'Romance']"
9780749936143,Red Lily ,Nora Roberts,Piatkus,English,"['Romance', 'Fiction', 'Paranormal', 'Contemporary Romance', 'Contemporary', 'Paranormal Romance', 'Fantasy']"
9780553560732,Red Mars ,Kim Stanley Robinson,Spectra Books,English,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Space', 'Fantasy', 'Space Opera', 'Speculative Fiction']"
9780553560732,Red Mars ,Kim Stanley Robinson,Spectra Books,English,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Space', 'Fantasy', 'Space Opera', 'Speculative Fiction']"
9781101988855,Red Sister ,Mark  Lawrence,Ace,English,"['Fantasy', 'Fiction', 'Adult', 'High Fantasy', 'Magic', 'Young Adult', 'Epic Fantasy']"
9780006472575,Red Square ,Martin Cruz Smith,"New York, NY, U.S.A. : Ballantine Publishing Group, 1993",English,"['Fiction', 'Mystery', 'Thriller', 'Russia', 'Crime', 'Detective', 'Mystery Thriller']"
9780394298665,Red Storm Rising,Tom Clancy,Random House Audio,English,"['Fiction', 'Thriller', 'Military Fiction', 'War', 'Action', 'Espionage', 'Suspense']"
9781862301382,Redwall ,Brian Jacques,Red Fox,English,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Animals', 'Middle Grade', 'Adventure']"
9781862301382,Redwall ,Brian Jacques,Red Fox,English,"['Fantasy', 'Fiction', 'Young Adult', 'Childrens', 'Animals', 'Middle Grade', 'Adventure']"
9780425263914,Reflected in You ,Sylvia Day,Berkley,English,"['Romance', 'Erotica', 'Contemporary Romance', 'Contemporary', 'Adult', 'Erotic Romance', 'Fiction']"
9780140236231,Regeneration ,Pat Barker,Penguin Books Ltd,English,"['Historical Fiction', 'Fiction', 'War', 'Historical', 'World War I', 'British Literature', 'Literary Fiction']"
9780345544117,Release Me ,J. Kenner,Bantam,English,"['Romance', 'Erotica', 'BDSM', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult']"
1230000109478,Relentless ,Cassia Leo,Cassia Leo,English,"['New Adult', 'Romance', 'Contemporary Romance', 'Contemporary', 'College', 'Young Adult', 'Chick Lit']"
9780765354945,Relic ,Douglas Preston,Tor Books,English,"['Horror', 'Thriller', 'Mystery', 'Fiction', 'Science Fiction', 'Mystery Thriller', 'Suspense']"
9780765354952,Reliquary ,Douglas Preston,Tor Books,English,"['Thriller', 'Mystery', 'Horror', 'Fiction', 'Mystery Thriller', 'Suspense', 'Science Fiction']"
9780765354952,Reliquary ,Douglas Preston,Tor Books,English,"['Thriller', 'Mystery', 'Horror', 'Fiction', 'Mystery Thriller', 'Suspense', 'Science Fiction']"
9780063204157,Remarkably Bright Creatures,Shelby Van Pelt,Ecco,English,"['Fiction', 'Audiobook', 'Contemporary', 'Mystery', 'Magical Realism', 'Animals', 'Literary Fiction']"
9780679749516,Remembering Babylon,David Malouf,Vintage,English,"['Fiction', 'Australia', 'Historical Fiction', 'Literature', 'Historical', 'Classics', 'Literary Fiction']"
9780345462190,Remnant Population,Elizabeth Moon,Del Rey,English,"['Science Fiction', 'Fiction', 'Aliens', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook', 'Space Opera']"
9781250044662,Renegades ,Marissa Meyer,Feiwel & Friends,English,"['Fantasy', 'Young Adult', 'Science Fiction', 'Dystopia', 'Fiction', 'Superheroes', 'Audiobook']"
9780688161125,Replay,Ken Grimwood,William Morrow Paperbacks,English,"['Science Fiction', 'Fiction', 'Time Travel', 'Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Romance']"
9780062014535,Requiem ,Lauren Oliver,HarperCollins Children's Books,English,"['Young Adult', 'Dystopia', 'Romance', 'Fantasy', 'Science Fiction', 'Fiction', 'Adventure']"
9780062676368,Restore Me ,Tahereh Mafi,HarperCollins,English,"['Fantasy', 'Dystopia', 'Romance', 'Young Adult', 'Science Fiction', 'Fiction', 'New Adult']"
9780449210673,Resurrection Row  ,Anne Perry,Fawcett Books,English,"['Mystery', 'Historical Fiction', 'Historical Mystery', 'Fiction', 'Historical', 'Victorian', 'Crime']"
9780060725136,Reunion ,Jenny Carroll,HarperTeen,English,"['Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Ghosts', 'Fiction', 'Supernatural']"
9780441009428,Revelation Space ,Alastair Reynolds,Ace Books,English,"['Science Fiction', 'Fiction', 'Space Opera', 'Space', 'Science Fiction Fantasy', 'Audiobook', 'Hard Science Fiction']"
9781423102281,Revelations ,Melissa de la Cruz,Hyperion Books for Children,English,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Angels', 'Fiction']"
9780142302262,Revolting Rhymes,Roald Dahl,Puffin,English,"['Poetry', 'Childrens', 'Fiction', 'Fantasy', 'Humor', 'Classics', 'Picture Books']"
9781508776208,Revved ,Samantha Towle,CreateSpace Independent Publishing Platform,English,"['Romance', 'Sports', 'Sports Romance', 'Contemporary Romance', 'New Adult', 'Contemporary', 'Racing']"
9780812570816,Rhapsody: Child of Blood ,Elizabeth Haydon,Tor Fantasy,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Romance', 'Science Fiction Fantasy', 'Magic']"
9781455533220,Ride Steady ,Kristen Ashley,Forever,English,"['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Erotica', 'Abuse', 'Motorcycle']"
9780553276831,Ride the River ,Louis L'Amour,Bantam,English,"['Westerns', 'Fiction', 'Historical Fiction', 'Adventure', 'Action', 'Historical', 'Romance']"
9780345325228,Ride the Wind,Lucia St. Clair Robson,Ballantine Books,English,"['Historical Fiction', 'Fiction', 'Historical', 'Westerns', 'Romance', 'Historical Romance', 'Native Americans']"
9781932234411,Ring ,Kōji Suzuki,Vertical,English,"['Horror', 'Fiction', 'Japan', 'Japanese Literature', 'Mystery', 'Thriller', 'Paranormal']"
9783426619148,Riptide - Mörderische Flut,Douglas Preston,Droemer Knaur,German,"['Thriller', 'Fiction', 'Mystery', 'Adventure', 'Suspense', 'Mystery Thriller', 'Horror']"
9781590387429,Rise of the Evening Star ,Brandon Mull,Shadow Mountain,English,"['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Magic', 'Childrens']"
9780312954468,River God ,Wilbur Smith,St. Martin's Paperbacks,English,"['Historical Fiction', 'Fiction', 'Historical', 'Egypt', 'Fantasy', 'Adventure', 'Thriller']"
9781841497976,River Marked ,Patricia Briggs,Orbit,English,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Vampires', 'Werewolves', 'Paranormal Romance']"
9780886778446,River of Blue Fire ,Tad Williams,DAW,English,"['Fantasy', 'Science Fiction', 'Fiction', 'Cyberpunk', 'Science Fiction Fantasy', 'Adventure', 'Speculative Fiction']"
9780440226024,Road Rage ,Ruth Rendell,Dell,English,"['Mystery', 'Crime', 'Fiction', 'British Literature', 'Mystery Thriller', 'Detective', 'Thriller']"
9780345328946,Robots and Empire ,Isaac Asimov,Ballantine Books,English,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Robots', 'Classics', 'Mystery', 'Novels']"
9781250266101,Rock Paper Scissors,Alice Feeney,Flatiron Books,English,"['Thriller', 'Mystery', 'Mystery Thriller', 'Fiction', 'Audiobook', 'Suspense', 'Adult']"
2940016554327,Rock with Me ,Kristen Proby,Kristen Pro,English,"['Romance', 'Contemporary Romance', 'Contemporary', 'New Adult', 'Music', 'Adult', 'Erotica']"
9780399590917,Rodham,Curtis Sittenfeld,Random House,English,"['Fiction', 'Historical Fiction', 'Politics', 'Audiobook', 'Feminism', 'Literary Fiction', 'Contemporary']"
9780810994737,Rodrick Rules ,Jeff Kinney,Amulet Books,English,"['Fiction', 'Humor', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Graphic Novels', 'Young Adult']"
9780380820849,Romancing Mister Bridgerton ,Julia Quinn,Avon,English,"['Romance', 'Historical Romance', 'Historical', 'Historical Fiction', 'Fiction', 'Audiobook', 'Regency']"
9780399590948,Romantic Comedy,Curtis Sittenfeld,Random House,English,"['Romance', 'Fiction', 'Audiobook', 'Contemporary', 'Chick Lit', 'Adult', 'Contemporary Romance']"
9780142501122,Room on the Broom,Julia Donaldson,Puffin Books,English,"['Picture Books', 'Halloween', 'Childrens', 'Fiction', 'Animals', 'Fantasy', 'Witches']"
9780441013999,Rose Daughter,Robin McKinley,Ace Books 2008-07-01,English,"['Fantasy', 'Young Adult', 'Fairy Tales', 'Romance', 'Fiction', 'Retellings', 'Beauty and The Beast']"
9780006480105,Royal Assassin ,Robin Hobb,Voyager,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Magic', 'Adult']"
9780997426236,Royally Matched ,Emma Chase,"Emma Chase, LLC",English,"['Romance', 'Contemporary', 'Contemporary Romance', 'New Adult', 'Audiobook', 'Adult', 'Humor']"
9781400078974,Rubicon: The Last Years of the Roman Republic,Tom Holland,Anchor Books,English,"['History', 'Nonfiction', 'Ancient History', 'Historical', 'Politics', 'Classics', 'Roman']"
9781510109186,Rule of Wolves ,Leigh Bardugo,Orion Children's Books,English,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Young Adult Fantasy', 'LGBT', 'High Fantasy']"
9781510109186,Rule of Wolves ,Leigh Bardugo,Orion Children's Books,English,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Young Adult Fantasy', 'LGBT', 'High Fantasy']"
9780802720856,Rules of Attraction ,Simone Elkeles,Walker Books,English,"['Romance', 'Young Adult', 'Contemporary', 'High School', 'Contemporary Romance', 'Realistic Fiction', 'Fiction']"
9780425205815,Rules of Prey ,John Sandford,G.P. Putnam's Sons,English,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective']"
9780425205815,Rules of Prey ,John Sandford,G.P. Putnam's Sons,English,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective']"
9780792713708,Rumpole and the Golden Thread,John Mortimer,Chivers North Amer,English,"['Fiction', 'Mystery', 'Humor', 'Short Stories', 'Crime', 'Comedy', 'Audiobook']"
9780140250138,Rumpole for the Defence,John Mortimer,Penguin Books,English,"['Mystery', 'Fiction', 'Humor', 'Short Stories', 'Crime', 'British Literature', '20th Century']"
9781400077915,Runaway: Stories,Alice Munro,Vintage Contemporaries,English,"['Short Stories', 'Fiction', 'Canada', 'Literary Fiction', 'Contemporary', 'Literature', 'Nobel Prize']"
9780515130973,Running Blind ,Lee Child,Jove,English,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Suspense', 'Action', 'Mystery Thriller']"
9780312422271,Running with Scissors,Augusten Burroughs,Picador USA,English,"['Memoir', 'Nonfiction', 'Biography', 'Humor', 'Biography Memoir', 'Autobiography', 'LGBT']"
